Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
0,MAR-16,156.800000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,Marine Worldwide Emergancy,,,,
1,MAR-9,156.450000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,Marine - Intership/Shipshore ,,,,
2,MAR-66A,156.325000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,1.0W,Marine - Intership/Shipshore - Marinas (1W),,,,
3,MAR-67,156.375000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,Marine - Intership/Shipshore,,,,
4,MAR-68,156.425000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,Marine - Intership/Shipshore ,,,,
5,MAR-69,156.475000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,Marine - Intership/Shipshore - A.E.S. Marep ,,,,
6,MAR-72,156.625000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,Marine - Intership Only,,,,
7,MAR-73,156.675000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,Marine - Intership/Shipshore ,,,,
8,MAR-87A,157.375000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,Marine - Intership Only,,,,
9,MAR-79A,156.975000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,Marine - Intership/Shipshore - Fishing & Whalewatch Industries,,,,
10,MAR-80A,147.025000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,Marine - Intership/Shipshore - Whalewatch Industry,,,,
11,CCG-22A,157.100000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,Coast Guard Working Channel,,,,
12,CCG-26,157.300000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,Coast Guard Working Channel,,,,
13,CCG-83A,157.175000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,Coast Guard Working Channel - Prefered,,,,
14,CCG-84,157.225000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,Coast Guard Working Channel,,,,
15,WX-1,162.550000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,4.0W,Weather Channel - Castlegar/Fort Nelson/Kelowna/Vancouver,,,,
16,WX-2,162.400000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,4.0W,Weather Channel - Victoria/Chilliwack/Cranbrook/Kamloops/Sicamous/Revelstoke/Prince George,,,,
17,WX-3,162.475000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,4.0W,Weather Channel - Penticton/ Forts St. Johnn/Vernon,,,,
18,WX-4,162.425000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,4.0W,Weather Channel - Crawford Bay/Masset,,,,
19,WX-5,162.450000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,4.0W,Weather Channel ,,,,
20,WX-6,162.500000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,4.0W,Weather Channel - Sandspit,,,,
21,WX-7,162.525000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,4.0W,Weather Channel - Taxada Island/Ucluelet/Prince Rupert/Port Alberni/Port Hardy,,,,
22,WX-8,161.650000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,4.0W,Weather Channel ,,,,
23,WX-9,161.775000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,4.0W,Weather Channel ,,,,
24,WX-10,163.275000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,4.0W,Weather Channel ,,,,
25,GMR-01,462.562500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,1.0W,Walkie Talkie Channels,,,,
26,GMR-02,462.587500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,1.0W,Walkie Talkie Channels,,,,
27,GMR-03,462.612500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,1.0W,Walkie Talkie Channels,,,,
28,GMR-04,462.637500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,1.0W,Walkie Talkie Channels,,,,
29,GMR-05,462.662500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,1.0W,Walkie Talkie Channels,,,,
30,GMR-06,462.687500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,1.0W,Walkie Talkie Channels,,,,
31,GMR-07,462.712500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,1.0W,Walkie Talkie Channels,,,,
32,FRS-08,467.562500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,1.0W,Walkie Talkie Channels,,,,
33,FRS-09,467.587500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,1.0W,Walkie Talkie Channels,,,,
34,FRS-10,467.612500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,1.0W,Walkie Talkie Channels,,,,
35,FRS-11,467.637500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,1.0W,Walkie Talkie Channels,,,,
36,FRS-12,467.662500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,1.0W,Walkie Talkie Channels,,,,
37,FRS-13,467.687500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,1.0W,Walkie Talkie Channels,,,,
38,FRS-14,467.712500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,1.0W,Walkie Talkie Channels,,,,
39,GMR-15,462.550000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,1.0W,Walkie Talkie Channels,,,,
40,GMR-16,462.575000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,1.0W,Walkie Talkie Channels,,,,
41,GMR-17,462.600000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,1.0W,Walkie Talkie Channels,,,,
42,GMR-18,462.625000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,1.0W,Walkie Talkie Channels,,,,
43,GMR-19,462.650000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,1.0W,Walkie Talkie Channels,,,,
44,GMR-20,462.675000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,1.0W,Walkie Talkie Channels,,,,
45,GMR-21,462.700000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,1.0W,Walkie Talkie Channels,,,,
46,GMR-22,462.725000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,1.0W,Walkie Talkie Channels,,,,
47,SEYMOUR,146.940000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
48,MTDOUG,145.290000,-,0.600000,Tone,167.9,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
49,CRERCC,146.980000,-,0.600000,Tone,103.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
50,MAL-RP,145.430000,-,0.600000,Tone,100.0,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
51,VIC-RP,146.840000,-,0.600000,Tone,100.0,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
52,CHEM-IT,146.680000,-,0.600000,Tone,141.3,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
53,NAN-IT,145.430000,-,0.600000,Tone,114.8,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
54,PALB-IT,147.150000,-,0.600000,Tone,114.8,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
55,TOFIN-I,146.880000,-,0.600000,Tone,114.8,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
56,COUR-IT,443.700000,+,5.000000,Tone,114.8,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
57,CAMR-IT,146.820000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
58,SAYW-IT,146.700000,-,0.600000,Tone,114.8,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
59,WOSS-IT,146.880000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
60,MCNL-IT,146.940000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
61,SURREY,147.360000,+,0.600000,Tone,110.9,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
62,ABBOTFD,146.610000,-,0.600000,Tone,110.9,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
63,VE7NSR,147.260000,+,0.600000,Tone,156.7,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
64,CHILLWK,145.110000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
65,HOPE,147.080000,+,0.600000,Tone,110.9,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
66,PRINCET,442.550000,+,5.000000,Tone,110.9,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
67,OSOYOOS,145.150000,-,0.600000,Tone,100.0,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
68,GFORKS,146.940000,-,0.600000,Tone,100.0,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
69,NELSON,146.640000,-,0.600000,Tone,100.0,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
70,KOOT-LK,147.060000,-,0.600000,Tone,100.0,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
71,WFP,170.415000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
72,NIXON,158.190000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
73,RR-01,150.080000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
74,RR-02,150.110000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
75,RR-03,150.140000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
76,RR-04,150.185000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
77,RR-05,150.200000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
78,RR-06,150.245000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
79,RR-07,150.260000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
80,RR-08,150.320000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
81,RR-09,150.365000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
82,RR-10,150.410000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
83,RR-11,150.440000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
84,RR-12,150.500000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
85,RR-13,150.530000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
86,RR-14,150.545000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
87,RR-15,150.560000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
88,RR-16,150.590000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
89,RR-17,150.680000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
90,RR-18,150.710000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
91,RR-19,150.770000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
92,RR-20,150.830000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
93,RR-21,151.010000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
94,RR-22,151.130000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
95,RR-23,151.190000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
96,RR-24,151.220000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
97,RR-25,151.310000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
98,RR-26,151.340000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
99,RR-27,151.370000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
100,RR-28,151.430000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
101,RR-29,151.460000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
102,RR-30,151.490000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
103,RR-31,151.520000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
104,RR-32,151.580000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
105,RR-33,151.610000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
106,RR-34,151.640000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
107,RR-35,151.670000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
108,LD-1,151.700000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
109,LD-2,151.745000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
110,LD-3,151.790000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
111,LD-4,151.805000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
112,LD-5,151.850000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.0W,,,,,
113,PEP-1,149.495000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,4.0W,,,,,
114,PEP-2,149.525000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,4.0W,,,,,
115,PEPCORD,148.655000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,4.0W,,,,,
116,PEP EP,148.685000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,4.0W,,,,,
117,UHF-PEP,462.950000,,0.000000,Tone,114.8,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,4.0W,,,,,
118, HAM 1,146.415000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,4.0W,,,,,
119, HAM 2,146.550000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,4.0W,,,,,
120, HAM 3,446.125000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,4.0W,,,,,
121, HAM 4,446.150000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,4.0W,,,,,
